"tenkm","cbc_code","index90","index10","diff","easting","northing"
"SE77","J.",0.2599009901,0.1274752475,-0.132425743,475000,475000
"SE78","J.",0.1435643564,0.1844059406,0.0408415842,475000,485000
"SE79","J.",0.0556930693,0.1868811881,0.1311881188,475000,495000
"SE80","J.",0.129950495,0.2945544554,0.1646039604,485000,405000
"SE81","J.",1,0.3007425743,-0.699257426,485000,415000
"SE83","J.",0.1064356436,0.2165841584,0.1101485149,485000,435000
"SE84","J.",0.1311881188,0.4542079208,0.323019802,485000,445000
"SE85","J.",0,0.3329207921,0.3329207921,485000,455000
"SE86","J.",0.1274752475,0.1745049505,0.047029703,485000,465000
"SE87","J.",0.0581683168,0,-0.058168317,485000,475000
"SE88","J.",0.172029703,0.2425742574,0.0705445545,485000,485000
"SE89","J.",0.2957920792,0,-0.295792079,485000,495000
"SE90","J.",0.2698019802,0.3452970297,0.0754950495,495000,405000
"SE91","J.",0.198019802,0,-0.198019802,495000,415000
"SE93","J.",0.1423267327,0.0408415842,-0.101485149,495000,435000
"SE95","J.",0,0.103960396,0.103960396,495000,455000
"SE97","J.",0,0.150990099,0.150990099,495000,475000
"SE98","J.",0.0829207921,0.1002475248,0.0173267327,495000,485000
"SE99","J.",0.1646039604,0.3366336634,0.172029703,495000,495000
"SH22","J.",0,0.2004950495,0.2004950495,225000,325000
"SH23","J.",0,0.2066831683,0.2066831683,225000,335000
"SH33","J.",0.1051980198,0.3143564356,0.2091584158,235000,335000
"SH34","J.",0.1175742574,0.5952970297,0.4777227723,235000,345000
"SH36","J.",0.120049505,0,-0.120049505,235000,365000
"SH43","J.",0.3125884017,0.4370579915,0.1244695898,245000,335000
"SH44","J.",0,0.4938118812,0.4938118812,245000,345000
"SH45","J.",0.3341584158,0.4096534653,0.0754950495,245000,355000
"SH46","J.",0.1596534653,0.2079207921,0.0482673267,245000,365000
"SH47","J.",0.0297029703,0.150990099,0.1212871287,245000,375000
"SH48","J.",0,0.1522277228,0.1522277228,245000,385000
"SH52","J.",0.2858910891,0.3502475248,0.0643564356,255000,325000
"SH53","J.",0.103960396,0.3551980198,0.2512376238,255000,335000
"SH54","J.",0,0.5891089109,0.5891089109,255000,345000
"SH55","J.",0.2797029703,0.3254950495,0.0457920792,255000,355000
"SH56","J.",0,0.3391089109,0.3391089109,255000,365000
"SH57","J.",0.2277227723,0.5965346535,0.3688118812,255000,375000
"SH58","J.",0,0.1064356436,0.1064356436,255000,385000
"SH60","J.",0,0.1435643564,0.1435643564,265000,305000
"SH61","J.",0.3081683168,0.2301980198,-0.077970297,265000,315000
"SH62","J.",0,0.2116336634,0.2116336634,265000,325000
"SH63","J.",0.150990099,0.5037128713,0.3527227723,265000,335000
"SH64","J.",0,0.4282178218,0.4282178218,265000,345000
"SH65","J.",0,0.0618811881,0.0618811881,265000,355000
"SH66","J.",0.1274752475,0.2227722772,0.0952970297,265000,365000
"SH67","J.",0.349009901,0.176980198,-0.172029703,265000,375000
"SH68","J.",0,1,1,265000,385000
"SH70","J.",0.4777227723,0.7066831683,0.228960396,275000,305000
"SH71","J.",0.0631188119,0.2982673267,0.2351485149,275000,315000
"SH72","J.",0.3948019802,0.5544554455,0.1596534653,275000,325000
"SH73","J.",0.1683168317,0.0878712871,-0.080445545,275000,335000
"SH74","J.",0.1905940594,0.1472772277,-0.043316832,275000,345000
"SH75","J.",0.4938118812,0.7178217822,0.224009901,275000,355000
"SH76","J.",0.2698019802,0.3143564356,0.0445544554,275000,365000
"SH77","J.",0.1646039604,0.2809405941,0.1163366337,275000,375000
"SH78","J.",0,0.3531353135,0.3531353135,275000,385000
"SH80","J.",0.4690594059,0.620049505,0.150990099,285000,305000
"SH81","J.",0.2277227723,0.3824257426,0.1547029703,285000,315000
"SH82","J.",0.3576732673,0.452970297,0.0952970297,285000,325000
"SH83","J.",0.2042079208,0.2153465347,0.0111386139,285000,335000
"SH84","J.",0.0977722772,0.073019802,-0.024752475,285000,345000
"SH85","J.",0.0532178218,0.271039604,0.2178217822,285000,355000
"SH86","J.",0.3304455446,0.2673267327,-0.063118812,285000,365000
"SH87","J.",0.3366336634,0.4195544554,0.0829207921,285000,375000
"SH88","J.",0,0.5495049505,0.5495049505,285000,385000
"SH90","J.",0.2908415842,0.2079207921,-0.082920792,295000,305000
"SH91","J.",0.3193069307,0.3118811881,-0.007425743,295000,315000
"SH92","J.",0,0.2735148515,0.2735148515,295000,325000
"SH93","J.",0.2413366337,0.3935643564,0.1522277228,295000,335000
"SH94","J.",0.0977722772,0.0631188119,-0.034653465,295000,345000
"SH95","J.",0.1064356436,0.1782178218,0.0717821782,295000,355000
"SH96","J.",0.3143564356,0.1188118812,-0.195544554,295000,365000
"SH97","J.",0.3935643564,0.1930693069,-0.20049505,295000,375000
"SJ00","J.",0.422029703,0.3292079208,-0.092821782,305000,305000
"SJ01","J.",0.3725247525,0.3626237624,-0.00990099,305000,315000
"SJ02","J.",0.2722772277,0.504950495,0.2326732673,305000,325000
"SJ03","J.",0.2252475248,0.150990099,-0.074257426,305000,335000
"SJ04","J.",0.2376237624,0.4616336634,0.224009901,305000,345000
"SJ05","J.",0.2586633663,0.3366336634,0.077970297,305000,355000
"SJ06","J.",0.5420792079,0.400990099,-0.141089109,305000,365000
"SJ07","J.",0.6448019802,0.224009901,-0.420792079,305000,375000
"SJ08","J.",0.5111386139,0.1089108911,-0.402227723,305000,385000
"SJ10","J.",0.4368811881,0.3366336634,-0.100247525,315000,305000
"SJ11","J.",0.3935643564,0.5606435644,0.1670792079,315000,315000
"SJ12","J.",0.3997524752,0.4294554455,0.0297029703,315000,325000
"SJ13","J.",0.2487623762,0.2079207921,-0.040841584,315000,335000
"SJ14","J.",0.495049505,0.4108910891,-0.084158416,315000,345000
"SJ15","J.",0.1225247525,0.3217821782,0.1992574257,315000,355000
"SJ16","J.",0,0.4170792079,0.4170792079,315000,365000
"SJ17","J.",0.5086633663,0.4702970297,-0.038366337,315000,375000
"SJ18","J.",0.3824257426,0.2356435644,-0.146782178,315000,385000
"SJ20","J.",0.5581683168,0.0903465347,-0.467821782,325000,305000
"SJ21","J.",0.1188118812,0.2772277228,0.1584158416,325000,315000
"SJ22","J.",0.3849009901,0.4814356436,0.0965346535,325000,325000
"SJ23","J.",0.1274752475,0.4183168317,0.2908415842,325000,335000
"SJ24","J.",0.6225247525,0.3341584158,-0.288366337,325000,345000
"SJ25","J.",0,0.4715346535,0.4715346535,325000,355000
"SJ26","J.",0.4616336634,0.271039604,-0.190594059,325000,365000
"SJ27","J.",0.1670792079,0.1349009901,-0.032178218,325000,375000
"SJ28","J.",0.4554455446,0.3972772277,-0.058168317,325000,385000
"SJ30","J.",0.6410891089,0.3329207921,-0.308168317,335000,305000
"SJ31","J.",0.2896039604,0.400990099,0.1113861386,335000,315000
"SJ32","J.",0.0668316832,0.1584158416,0.0915841584,335000,325000
"SJ33","J.",0.1212871287,0.1695544554,0.0482673267,335000,335000
"SJ34","J.",0.2611386139,0.7636138614,0.5024752475,335000,345000
"SJ35","J.",0.5321782178,0.3564356436,-0.175742574,335000,355000
"SJ36","J.",0.4306930693,0.4047029703,-0.025990099,335000,365000
"SJ37","J.",0.8193069307,0.4925742574,-0.326732673,335000,375000
"SJ38","J.",0.3242574257,0.3972772277,0.073019802,335000,385000
"SJ39","J.",0,0.129950495,0.129950495,335000,395000
"SJ40","J.",0.2314356436,0.2462871287,0.0148514851,345000,305000
"SJ41","J.",0.5433168317,0.3873762376,-0.155940594,345000,315000
"SJ42","J.",0.2376237624,0.2747524752,0.0371287129,345000,325000
"SJ43","J.",0.827970297,0.1670792079,-0.660891089,345000,335000
"SJ44","J.",0.198019802,0.1683168317,-0.02970297,345000,345000
"SJ45","J.",0.4616336634,0.2920792079,-0.169554455,345000,355000
"SJ46","J.",0.5903465347,0.5618811881,-0.028465347,345000,365000
"SJ47","J.",0.271039604,0.3378712871,0.0668316832,345000,375000
"SJ48","J.",0.5272277228,0.3626237624,-0.16460396,345000,385000
"SJ49","J.",0.1089108911,0.6472772277,0.5383663366,345000,395000
"SJ50","J.",0.1522277228,0.2141089109,0.0618811881,355000,305000
"SJ51","J.",0.3527227723,0.150990099,-0.201732673,355000,315000
"SJ52","J.",0.4158415842,0.4801980198,0.0643564356,355000,325000
"SJ53","J.",0.3972772277,0.2834158416,-0.113861386,355000,335000
"SJ54","J.",0.3044554455,0.3106435644,0.0061881188,355000,345000
"SJ55","J.",0.3193069307,0.5284653465,0.2091584158,355000,355000
"SJ56","J.",0.4084158416,0.3564356436,-0.051980198,355000,365000
"SJ57","J.",0.2673267327,0.6225247525,0.3551980198,355000,375000
"SJ58","J.",0.2264851485,0.4851485149,0.2586633663,355000,385000
"SJ59","J.",0.5,0.5037128713,0.0037128713,355000,395000
"SJ60","J.",0.5680693069,0.4381188119,-0.129950495,365000,305000
"SJ61","J.",0.353960396,0.3787128713,0.0247524752,365000,315000
"SJ62","J.",0.224009901,0.3378712871,0.1138613861,365000,325000
"SJ63","J.",0.6349009901,0.4331683168,-0.201732673,365000,335000
"SJ64","J.",0.3737623762,0.3650990099,-0.008663366,365000,345000
"SJ65","J.",0.1856435644,0.452970297,0.2673267327,365000,355000
"SJ66","J.",0.7648514851,0.1658415842,-0.599009901,365000,365000
"SJ67","J.",0.5012376238,0.4232673267,-0.077970297,365000,375000
"SJ68","J.",1,0.4839108911,-0.516089109,365000,385000
"SJ69","J.",0.3824257426,0.3762376238,-0.006188119,365000,395000
"SJ70","J.",0.2524752475,0.4133663366,0.1608910891,375000,305000
"SJ71","J.",0.1608910891,0.271039604,0.1101485149,375000,315000
"SJ72","J.",0.422029703,0.2301980198,-0.191831683,375000,325000
"SJ73","J.",0.4628712871,0.5792079208,0.1163366337,375000,335000
"SJ74","J.",1,0.4876237624,-0.512376238,375000,345000
"SJ75","J.",0.3762376238,0.474009901,0.0977722772,375000,355000
"SJ76","J.",0.7252475248,0.4022277228,-0.323019802,375000,365000
"SJ77","J.",0.4678217822,0.9121287129,0.4443069307,375000,375000
"SJ78","J.",0.4443069307,0.4356435644,-0.008663366,375000,385000
"SJ79","J.",0.0829207921,0.3725247525,0.2896039604,375000,395000
"SJ80","J.",0.8106435644,0.5111386139,-0.29950495,385000,305000
"SJ81","J.",0.3168316832,0.1844059406,-0.132425743,385000,315000
"SJ82","J.",0.3205445545,0.2165841584,-0.103960396,385000,325000
"SJ83","J.",0.6658415842,0.6014851485,-0.064356436,385000,335000
"SJ84","J.",0.2735148515,0.4641089109,0.1905940594,385000,345000
"SJ85","J.",0.3712871287,0.4554455446,0.0841584158,385000,355000
"SJ86","J.",0.7017326733,0.5680693069,-0.133663366,385000,365000
"SJ87","J.",0.5705445545,0.698019802,0.1274752475,385000,375000
"SJ88","J.",0.4034653465,0.4913366337,0.0878712871,385000,385000
"SJ89","J.",0,0.4294554455,0.4294554455,385000,395000
"SJ90","J.",0.0928217822,0.5222772277,0.4294554455,395000,305000
"SJ91","J.",0.754950495,0.327970297,-0.426980198,395000,315000
"SJ92","J.",0.5074257426,0.1967821782,-0.310643564,395000,325000
"SJ93","J.",0.4257425743,0.2957920792,-0.129950495,395000,335000
"SJ94","J.",0.379950495,0.3428217822,-0.037128713,395000,345000
"SJ95","J.",0.5767326733,0.7388613861,0.1621287129,395000,355000
"SJ96","J.",0.1435643564,0.2202970297,0.0767326733,395000,365000
"SJ97","J.",0.2834158416,0.3564356436,0.073019802,395000,375000
"SJ98","J.",0.4158415842,0.6386138614,0.2227722772,395000,385000
"SJ99","J.",0.5742574257,0.4987623762,-0.07549505,395000,395000
"SK00","J.",0.6175742574,0.521039604,-0.096534653,405000,305000
"SK01","J.",0.422029703,0.4628712871,0.0408415842,405000,315000
"SK03","J.",0.3118811881,0.2351485149,-0.076732673,405000,335000
"SK04","J.",1,0.2339108911,-0.766089109,405000,345000
"SK05","J.",0.0792079208,0.0507425743,-0.028465347,405000,355000
"SK06","J.",0.0507425743,0,-0.050742574,405000,365000
"SK07","J.",0.3044554455,0.0457920792,-0.258663366,405000,375000
"SK08","J.",0.4863861386,0.3415841584,-0.14480198,405000,385000
"SK09","J.",0.3292079208,0.3007425743,-0.028465347,405000,395000
"SK10","J.",0.0643564356,0.1237623762,0.0594059406,415000,305000
"SK11","J.",0.1782178218,0,0.1534653465,415000,315000
"SK12","J.",0.4405940594,0.1113861386,-0.329207921,415000,325000
"SK14","J.",0.2438118812,0.1485148515,-0.09529703,415000,345000
"SK15","J.",0.150990099,0.047029703,-0.103960396,415000,355000
"SK16","J.",0,0.0321782178,0.0321782178,415000,365000
"SK17","J.",0.0581683168,0.0717821782,0.0136138614,415000,375000
"SK18","J.",0.0717821782,0.1398514851,0.0680693069,415000,385000
"SK19","J.",0.224009901,0,-0.224009901,415000,395000
"SK20","J.",0.4876237624,0.1757425743,-0.311881188,425000,305000
"SK21","J.",0.1089108911,0.2388613861,0.129950495,425000,315000
"SK22","J.",0,0.1386138614,0.1386138614,425000,325000
"SK23","J.",0.1287128713,0.0767326733,-0.051980198,425000,335000
"SK24","J.",0.4653465347,0.3886138614,-0.076732673,425000,345000
"SK25","J.",0.3415841584,0.1646039604,-0.176980198,425000,355000
"SK26","J.",0.4814356436,0.3849009901,-0.096534653,425000,365000
"SK27","J.",0.4492574257,0.2957920792,-0.153465347,425000,375000
"SK28","J.",0.4059405941,0.2660891089,-0.139851485,425000,385000
"SK29","J.",0.1633663366,0.301980198,0.1386138614,425000,395000
"SK30","J.",0.1175742574,0.3626237624,0.245049505,435000,305000
"SK31","J.",0.0891089109,0.4232673267,0.3341584158,435000,315000
"SK32","J.",0.1150990099,0.3180693069,0.202970297,435000,325000
"SK33","J.",0.1435643564,0.1014851485,-0.042079208,435000,335000
"SK34","J.",0.1225247525,0.4517326733,0.3292079208,435000,345000
"SK35","J.",0.4294554455,0.6992574257,0.2698019802,435000,355000
"SK36","J.",0.5111386139,0.4690594059,-0.042079208,435000,365000
"SK37","J.",0.4702970297,0.3155940594,-0.15470297,435000,375000
"SK38","J.",0.5829207921,0.6472772277,0.0643564356,435000,385000
"SK39","J.",0.5309405941,0.6646039604,0.1336633663,435000,395000
"SK40","J.",0.3762376238,0.4616336634,0.0853960396,445000,305000
"SK41","J.",0.1163366337,0.5408415842,0.4245049505,445000,315000
"SK42","J.",0.2561881188,0.2660891089,0.0099009901,445000,325000
"SK43","J.",0.5136138614,0.3304455446,-0.183168317,445000,335000
"SK44","J.",0.2190594059,0.4987623762,0.2797029703,445000,345000
"SK45","J.",0.370049505,0.1212871287,-0.248762376,445000,355000
"SK47","J.",0.5631188119,0.2995049505,-0.263613861,445000,375000
"SK48","J.",0.2611386139,0.4047029703,0.1435643564,445000,385000
"SK49","J.",0.3762376238,0.0433168317,-0.332920792,445000,395000
"SK50","J.",0,0.2079207921,0.2079207921,455000,305000
"SK51","J.",0.327970297,0.422029703,0.0940594059,455000,315000
"SK52","J.",0.1188118812,0,-0.118811881,455000,325000
"SK53","J.",0.1126237624,0.2363861386,0.1237623762,455000,335000
"SK54","J.",0.1881188119,0.301980198,0.1138613861,455000,345000
"SK55","J.",0.7066831683,0.4650518623,-0.241631306,455000,355000
"SK56","J.",0.1621287129,0.198019802,0.0358910891,455000,365000
"SK57","J.",0.3626237624,0.297029703,-0.065594059,455000,375000
"SK58","J.",0.5358910891,0.1497524752,-0.386138614,455000,385000
"SK59","J.",0.375,0,-0.375,455000,395000
"SK60","J.",0.1373762376,0.0853960396,-0.051980198,465000,305000
"SK61","J.",0,0.0396039604,0.0396039604,465000,315000
"SK62","J.",0.0705445545,0.0482673267,-0.022277228,465000,325000
"SK63","J.",0,0.0383663366,0.0383663366,465000,335000
"SK64","J.",0.2735148515,0.1255304102,-0.147984441,465000,345000
"SK65","J.",0.525990099,0.1559405941,-0.370049505,465000,355000
"SK66","J.",0.478960396,0.5160891089,0.0371287129,465000,365000
"SK67","J.",1,0.4282178218,-0.571782178,465000,375000
"SK68","J.",0.1943069307,0.2400990099,0.0457920792,465000,385000
"SK69","J.",0.3205445545,0.1819306931,-0.138613861,465000,395000
"SK70","J.",0.2363861386,0.0544554455,-0.181930693,475000,305000
"SK71","J.",0.1757425743,0.0396039604,-0.136138614,475000,315000
"SK72","J.",0.0532178218,0.1212871287,0.0680693069,475000,325000
"SK73","J.",0.1522277228,0.0321782178,-0.120049505,475000,335000
"SK74","J.",0.0581683168,0,-0.058168317,475000,345000
"SK75","J.",0,0.0680693069,0.0680693069,475000,355000
"SK76","J.",0.4752475248,0.0866336634,-0.388613861,475000,365000
"SK77","J.",0.120049505,0.0866336634,-0.033415842,475000,375000
"SK79","J.",0,0.0408415842,0.0408415842,475000,395000
"SK80","J.",0.1373762376,0,-0.137376238,485000,305000
"SK81","J.",0,0.0841584158,0.0841584158,485000,315000
"SK82","J.",0.0396039604,0.0495049505,0.0099009901,485000,325000
"SK83","J.",0.2326732673,0.1361386139,-0.096534653,485000,335000
"SK85","J.",0.4579207921,0.1014851485,-0.356435644,485000,355000
"SK86","J.",0.3589108911,0.2896039604,-0.069306931,485000,365000
"SK87","J.",0.224009901,0.1373762376,-0.086633663,485000,375000
"SK88","J.",0,0.0717821782,0.0717821782,485000,385000
"SK89","J.",0.1089108911,0.2982673267,0.1893564356,485000,395000
"SK90","J.",0.349009901,0.1472772277,-0.201732673,495000,305000
"SK91","J.",0.1732673267,0.3081683168,0.1349009901,495000,315000
"SK92","J.",0.1212871287,0.2079207921,0.0866336634,495000,325000
"SK93","J.",0.0928217822,0.3069306931,0.2141089109,495000,335000
"SK94","J.",0.3440594059,0.1262376238,-0.217821782,495000,345000
"SK96","J.",0.2227722772,0.2920792079,0.0693069307,495000,365000
"SK97","J.",0.1918316832,0.0853960396,-0.106435644,495000,375000
"SK98","J.",0,0.1621287129,0.1621287129,495000,385000
"SM80","J.",0.3725247525,0.1522277228,-0.22029703,185000,205000
"SM82","J.",0,0.0841584158,0.0841584158,185000,225000
"SM90","J.",0.2227722772,0.1992574257,-0.023514851,195000,205000
"SM91","J.",0.2487623762,0.3155940594,0.0668316832,195000,215000
"SM92","J.",0.1992574257,0.3155940594,0.1163366337,195000,225000
"SM93","J.",0.7611386139,0.2116336634,-0.54950495,195000,235000
"SN00","J.",0.2178217822,0.6262376238,0.4084158416,205000,205000
"SN01","J.",1,0.7698019802,-0.23019802,205000,215000
"SN02","J.",0,0.6633663366,0.6633663366,205000,225000
"SN04","J.",0.5227722772,0.2237623762,-0.299009901,205000,245000
"SN10","J.",0.2462871287,0.5717821782,0.3254950495,215000,205000
"SN11","J.",0.5136138614,0.754950495,0.2413366337,215000,215000
"SN12","J.",0.4777227723,0.6522277228,0.1745049505,215000,225000
"SN13","J.",0,0.4752475248,0.4752475248,215000,235000
"SN14","J.",0.1409594531,0.4777227723,0.3367633192,215000,245000
"SN20","J.",0.3861386139,0.1699669967,-0.216171617,225000,205000
"SN21","J.",0.3589108911,0.3675742574,0.0086633663,225000,215000
"SN22","J.",0.4938118812,0.5309405941,0.0371287129,225000,225000
"SN23","J.",0.370049505,0.4381188119,0.0680693069,225000,235000
"SN24","J.",0.2784653465,0.3873762376,0.1089108911,225000,245000
"SN25","J.",0.2297029703,0,-0.22970297,225000,255000
"SN30","J.",0.5358910891,0,-0.535891089,235000,205000
"SN31","J.",0.400990099,0.3886138614,-0.012376238,235000,215000
"SN32","J.",0.5284653465,0.5061881188,-0.022277228,235000,225000
"SN35","J.",0.245049505,0.275990099,0.0309405941,235000,255000
"SN40","J.",0.7066831683,0.8217821782,0.1150990099,245000,205000
"SN41","J.",0.2153465347,0.3923267327,0.176980198,245000,215000
"SN42","J.",0.3737623762,0.6423267327,0.2685643564,245000,225000
"SN43","J.",0.6150990099,0.7004950495,0.0853960396,245000,235000
"SN44","J.",0.2326732673,0.4678217822,0.2351485149,245000,245000
"SN45","J.",0.5160891089,0.4306930693,-0.08539604,245000,255000
"SN46","J.",0.2557755776,0.5181518152,0.2623762376,245000,265000
"SN50","J.",0.5952970297,0.5037128713,-0.091584158,255000,205000
"SN51","J.",0.7524752475,0.5433168317,-0.209158416,255000,215000
"SN52","J.",0.452970297,0.4022277228,-0.050742574,255000,225000
"SN53","J.",0.1732673267,0.6324257426,0.4591584158,255000,235000
"SN54","J.",0.2524752475,0.547029703,0.2945544554,255000,245000
"SN55","J.",0.2623762376,0.6881188119,0.4257425743,255000,255000
"SN56","J.",0,0.1670792079,0.1670792079,255000,265000
"SN57","J.",0.2400990099,0.3304455446,0.0903465347,255000,275000
"SN60","J.",0.6262376238,0.7388613861,0.1126237624,265000,205000
"SN61","J.",0.6373762376,0.4047029703,-0.232673267,265000,215000
"SN62","J.",0.5358910891,0.3725247525,-0.163366337,265000,225000
"SN63","J.",0.5965346535,0.5928217822,-0.003712871,265000,235000
"SN64","J.",0.1905940594,0.3811881188,0.1905940594,265000,245000
"SN65","J.",0.2586633663,0.6361386139,0.3774752475,265000,255000
"SN66","J.",0.2004950495,0.6150990099,0.4146039604,265000,265000
"SN67","J.",0.4801980198,0.353960396,-0.126237624,265000,275000
"SN68","J.",0.4418316832,0.349009901,-0.092821782,265000,285000
"SN69","J.",0.4108910891,0.3106435644,-0.100247525,265000,295000
"SN70","J.",0.1274752475,0.6175742574,0.4900990099,275000,205000
"SN71","J.",0,0.2190594059,0.2190594059,275000,215000
"SN72","J.",0.5569306931,0.4913366337,-0.065594059,275000,225000
"SN73","J.",0.5928217822,0.6126237624,0.0198019802,275000,235000
"SN74","J.",0.6027227723,0.7772277228,0.1745049505,275000,245000
"SN75","J.",0.1311881188,0.5024752475,0.3712871287,275000,255000
"SN76","J.",0,0.3650990099,0.3650990099,275000,265000
"SN77","J.",0.2673267327,0.7042079208,0.4368811881,275000,275000
"SN78","J.",0.1101485149,0.3886138614,0.2784653465,275000,285000
"SN79","J.",0.0829207921,0.5111386139,0.4282178218,275000,295000
"SN80","J.",0.1076732673,0.5136138614,0.4059405941,285000,205000
"SN81","J.",0,0.2425742574,0.2425742574,285000,215000
"SN82","J.",0.2487623762,0.4096534653,0.1608910891,285000,225000
"SN83","J.",0.6794554455,0.2821782178,-0.397277228,285000,235000
"SN84","J.",0.6287128713,0.6930693069,0.0643564356,285000,245000
"SN85","J.",0.1423267327,0.2858910891,0.1435643564,285000,255000
"SN86","J.",0.1274752475,0.2165841584,0.0891089109,285000,265000
"SN87","J.",0,0.0816831683,0.0816831683,285000,275000
"SN88","J.",0.2363861386,0.2858910891,0.0495049505,285000,285000
"SN89","J.",0.4517326733,0.1064356436,-0.34529703,285000,295000
"SN90","J.",0.2599009901,0.4665841584,0.2066831683,295000,205000
"SN91","J.",0.2896039604,0.2066831683,-0.082920792,295000,215000
"SN92","J.",0.1336633663,0.245049505,0.1113861386,295000,225000
"SN93","J.",0.1571782178,0.3403465347,0.1831683168,295000,235000
"SN94","J.",0.2821782178,0.1806930693,-0.101485149,295000,245000
"SN95","J.",0.4096534653,0.2722772277,-0.137376238,295000,255000
"SN96","J.",0.375,0.3997524752,0.0247524752,295000,265000
"SN97","J.",0.3613861386,0.2896039604,-0.071782178,295000,275000
"SN98","J.",0.448019802,0.3564356436,-0.091584158,295000,285000
"SN99","J.",0.5965346535,0.1844059406,-0.412128713,295000,295000
"SO00","J.",0.1930693069,0.3366336634,0.1435643564,305000,205000
"SO01","J.",0.1163366337,0.4022277228,0.2858910891,305000,215000
"SO02","J.",0.5816831683,0.1868811881,-0.39480198,305000,225000
"SO03","J.",0.2957920792,0.2908415842,-0.004950495,305000,235000
"SO04","J.",0,0.4641089109,0.4641089109,305000,245000
"SO05","J.",0.5556930693,0.5160891089,-0.03960396,305000,255000
"SO06","J.",0.2846534653,0.5111386139,0.2264851485,305000,265000
"SO07","J.",0.4381188119,0.599009901,0.1608910891,305000,275000
"SO08","J.",0.073019802,0.3910891089,0.3180693069,305000,285000
"SO09","J.",0.3737623762,0.3923267327,0.0185643564,305000,295000
"SO10","J.",0.198019802,0.1534653465,-0.044554455,315000,205000
"SO11","J.",0.2995049505,0.1237623762,-0.175742574,315000,215000
"SO12","J.",0.3725247525,0.2103960396,-0.162128713,315000,225000
"SO13","J.",0.2376237624,0.1967821782,-0.040841584,315000,235000
"SO14","J.",0.1225247525,0.1373762376,0.0148514851,315000,245000
"SO15","J.",0.4368811881,0.2252475248,-0.211633663,315000,255000
"SO16","J.",0,0.2388613861,0.2388613861,315000,265000
"SO17","J.",0,0.2165841584,0.2165841584,315000,275000
"SO18","J.",0.3737623762,0.224009901,-0.149752475,315000,285000
"SO19","J.",0.2165841584,0.1930693069,-0.023514851,315000,295000
"SO20","J.",0.4455445545,0.4579207921,0.0123762376,325000,205000
"SO21","J.",0.4430693069,0.4591584158,0.0160891089,325000,215000
"SO22","J.",0.297029703,0.202970297,-0.094059406,325000,225000
"SO23","J.",0.2475247525,0.2277227723,-0.01980198,325000,235000
"SO24","J.",0.2524752475,0.275990099,0.0235148515,325000,245000
"SO25","J.",0.0581683168,0.3254950495,0.2673267327,325000,255000
"SO26","J.",0.8688118812,0.5631188119,-0.305693069,325000,265000
"SO27","J.",0.0309405941,0.1349009901,0.103960396,325000,275000
"SO28","J.",0.2227722772,0.2079207921,-0.014851485,325000,285000
"SO29","J.",0.3811881188,0.254950495,-0.126237624,325000,295000
"SO30","J.",0.5148514851,0.4319306931,-0.082920792,335000,205000
"SO31","J.",0.4393564356,0.2413366337,-0.198019802,335000,215000
"SO32","J.",0.2747524752,0.3898514851,0.1150990099,335000,225000
"SO33","J.",0.2264851485,0.478960396,0.2524752475,335000,235000
"SO34","J.",0.2537128713,0.3143564356,0.0606435644,335000,245000
"SO35","J.",0.1497524752,0.3353960396,0.1856435644,335000,255000
"SO36","J.",0.2834158416,0.5816831683,0.2982673267,335000,265000
"SO37","J.",0.2809405941,0.3477722772,0.0668316832,335000,275000
"SO38","J.",0.5878712871,0.254950495,-0.332920792,335000,285000
"SO39","J.",0.3502475248,0.2537128713,-0.096534653,335000,295000
"SO40","J.",0.2227722772,0.745049505,0.5222772277,345000,205000
"SO41","J.",0.7091584158,0.422029703,-0.287128713,345000,215000
"SO42","J.",0.2227722772,0.4467821782,0.224009901,345000,225000
"SO43","J.",0.3787128713,0.5247524752,0.146039604,345000,235000
"SO44","J.",0.0594059406,0.1831683168,0.1237623762,345000,245000
"SO45","J.",0.0891089109,0.3081683168,0.2190594059,345000,255000
"SO46","J.",0.4900990099,0.254950495,-0.235148515,345000,265000
"SO47","J.",0.6410891089,0.25,-0.391089109,345000,275000
"SO48","J.",0.4579207921,0.2920792079,-0.165841584,345000,285000
"SO49","J.",0.125,0.2363861386,0.1113861386,345000,295000
"SO50","J.",0.8106435644,0.4863861386,-0.324257426,355000,205000
"SO51","J.",0.8316831683,0.2933168317,-0.538366337,355000,215000
"SO52","J.",0.4121287129,0.3811881188,-0.030940594,355000,225000
"SO53","J.",0.650990099,0.2648514851,-0.386138614,355000,235000
"SO54","J.",0.1819306931,0.349009901,0.1670792079,355000,245000
"SO55","J.",0.2475247525,0.1608910891,-0.086633663,355000,255000
"SO56","J.",0.5903465347,0.3811881188,-0.209158416,355000,265000
"SO57","J.",0.2636138614,0.1967821782,-0.066831683,355000,275000
"SO58","J.",0.6361386139,0.0816831683,-0.554455446,355000,285000
"SO59","J.",0.3824257426,0.3440594059,-0.038366337,355000,295000
"SO60","J.",0.6943069307,0.5334158416,-0.160891089,365000,205000
"SO61","J.",0.7054455446,0.5891089109,-0.116336634,365000,215000
"SO62","J.",0.5012376238,0.5185643564,0.0173267327,365000,225000
"SO63","J.",0.3044554455,0.1423267327,-0.162128713,365000,235000
"SO64","J.",0.6324257426,0.2388613861,-0.393564356,365000,245000
"SO65","J.",0.2314356436,0.2784653465,0.047029703,365000,255000
