"tenkm","cbc_code","index90","index10","diff","easting","northing"
"SX16","J.",0.7586633663,0.6101485149,-0.148514851,215000,65000
"SX17","J.",0,0.1893564356,0.1893564356,215000,75000
"SX18","J.",0,0.2351485149,0.2351485149,215000,85000
"SX19","J.",0.2388613861,0.3304455446,0.0915841584,215000,95000
"SX25","J.",0.5061881188,0.5977722772,0.0915841584,225000,55000
"SX26","J.",0.1274752475,0.3601485149,0.2326732673,225000,65000
"SX27","J.",0.323019802,0.271039604,-0.051980198,225000,75000
"SX28","J.",0.3725247525,0.2660891089,-0.106435644,225000,85000
"SX29","J.",0.3564356436,0.1262376238,-0.23019802,225000,95000
"SX35","J.",0.1113861386,0.3948019802,0.2834158416,235000,55000
"SX36","J.",0.3997524752,0.2054455446,-0.194306931,235000,65000
"SX37","J.",0.1893564356,0.4467821782,0.2574257426,235000,75000
"SX38","J.",0.0940594059,0.1076732673,0.0136138614,235000,85000
"SX39","J.",0.3353960396,0.1621287129,-0.173267327,235000,95000
"SX44","J.",1,0.1881188119,-0.811881188,245000,45000
"SX45","J.",0.3626237624,0.2747524752,-0.087871287,245000,55000
"SX46","J.",0.1608910891,0.5272277228,0.3663366337,245000,65000
"SX47","J.",0.4368811881,0.4678217822,0.0309405941,245000,75000
"SX48","J.",0.3725247525,0.3403465347,-0.032178218,245000,85000
"SX49","J.",0.3254950495,0.3712871287,0.0457920792,245000,95000
"SX54","J.",0.2326732673,0.4356435644,0.202970297,255000,45000
"SX55","J.",0.6448019802,0.4393564356,-0.205445545,255000,55000
"SX56","J.",0.8304455446,0.5358910891,-0.294554455,255000,65000
"SX57","J.",0,0.2673267327,0.2673267327,255000,75000
"SX59","J.",0.6992574257,0.3613861386,-0.337871287,255000,95000
"SX64","J.",0.6646039604,0.5235148515,-0.141089109,265000,45000
"SX65","J.",0.1150990099,0.3997524752,0.2846534653,265000,55000
"SX66","J.",0.4814356436,0.0829207921,-0.398514851,265000,65000
"SX67","J.",0,0.271039604,0.271039604,265000,75000
"SX68","J.",0.4022277228,0.301980198,-0.100247525,265000,85000
"SX69","J.",0.6831683168,0.254950495,-0.428217822,265000,95000
"SX73","J.",0.224009901,0.3316831683,0.1076732673,275000,35000
"SX74","J.",0.3849009901,0.2586633663,-0.126237624,275000,45000
"SX75","J.",0.3725247525,0.4381188119,0.0655940594,275000,55000
"SX76","J.",0.5829207921,0.5618811881,-0.021039604,275000,65000
"SX77","J.",0.2512376238,0.3193069307,0.0680693069,275000,75000
"SX78","J.",0.504950495,0.474009901,-0.030940594,275000,85000
"SX79","J.",0.379950495,0.1336633663,-0.246287129,275000,95000
"SX83","J.",0.3102310231,0,-0.310231023,285000,35000
"SX84","J.",0.0928217822,0.4962871287,0.4034653465,285000,45000
"SX85","J.",0.3886138614,0.5482673267,0.1596534653,285000,55000
"SX86","J.",0.3613861386,0.3849009901,0.0235148515,285000,65000
"SX87","J.",0.4183168317,0.474009901,0.0556930693,285000,75000
"SX88","J.",0.6472772277,0.3873762376,-0.25990099,285000,85000
"SX89","J.",0.7425742574,0.3502475248,-0.392326733,285000,95000
"SX95","J.",0.1247524752,0.6158415842,0.4910891089,295000,55000
"SX96","J.",0.853960396,0.5618811881,-0.292079208,295000,65000
"SX97","J.",0.5396039604,0.3997524752,-0.139851485,295000,75000
"SX98","J.",0.2351485149,0.2586633663,0.0235148515,295000,85000
"SX99","J.",0.2797029703,0.2376237624,-0.042079208,295000,95000
"SY08","J.",0.1002475248,0.2004950495,0.1002475248,305000,85000
"SY09","J.",0.1745049505,0.2685643564,0.0940594059,305000,95000
"SY18","J.",0.3333333333,0.2508250825,-0.082508251,315000,85000
"SY19","J.",0.5581683168,0.2363861386,-0.321782178,315000,95000
"SY29","J.",0.0792079208,0.245049505,0.1658415842,325000,95000
"SY39","J.",0.0891089109,0.3180693069,0.228960396,335000,95000
"SY49","J.",0.1274752475,0.202970297,0.0754950495,345000,95000
"SY58","J.",0.3428217822,0.1992574257,-0.143564356,355000,85000
"SY59","J.",0.1967821782,0.150990099,-0.045792079,355000,95000
"SY68","J.",0,0.0903465347,0.0903465347,365000,85000
"SY69","J.",0.3465346535,0,-0.346534653,365000,95000
"SY78","J.",0,0.1435643564,0.1435643564,375000,85000
"SY79","J.",0.2896039604,0.0742574257,-0.215346535,375000,95000
"SY88","J.",0.0866336634,0.5198019802,0.4331683168,385000,85000
"SY89","J.",0.1707920792,0.478960396,0.3081683168,385000,95000
"SY97","J.",0,0.2438118812,0.2438118812,395000,75000
"SY98","J.",0.2413366337,0.3948019802,0.1534653465,395000,85000
"SY99","J.",0.1163366337,0.4170792079,0.3007425743,395000,95000
"SZ07","J.",1,0.3217821782,-0.678217822,405000,75000
"SZ08","J.",0.3465346535,0.1074964639,-0.23903819,405000,85000
"SZ09","J.",0.3923267327,0.4096534653,0.0173267327,405000,95000
"SZ19","J.",0.5309405941,0.3576732673,-0.173267327,415000,95000
"SZ29","J.",0.6163366337,0.7091584158,0.0928217822,425000,95000
"SZ38","J.",0.2004950495,0.4851485149,0.2846534653,435000,85000
"SZ39","J.",0,0.1386138614,0.1386138614,435000,95000
"SZ47","J.",0,0.1419141914,0.1419141914,445000,75000
"SZ48","J.",0.4801980198,0.5160891089,0.0358910891,445000,85000
"SZ49","J.",0.6967821782,0.5482673267,-0.148514851,445000,95000
"SZ57","J.",0.5120226308,0.5487977369,0.0367751061,455000,75000
"SZ58","J.",0.4022277228,0.7462871287,0.3440594059,455000,85000
"SZ59","J.",0.5086633663,0.7896039604,0.2809405941,455000,95000
"SZ68","J.",0.3168316832,0.4964639321,0.1796322489,465000,85000
"SZ69","J.",0.2404526167,0.1018387553,-0.138613861,465000,95000
"SZ79","J.",0.795379538,0.1419141914,-0.653465347,475000,95000
"SZ89","J.",0,0.0544554455,0.0544554455,485000,95000
"SZ99","J.",0,0.297029703,0.297029703,495000,95000
"TA00","J.",0.2227722772,0,-0.222772277,505000,405000
"TA01","J.",0.2116336634,0,-0.211633663,505000,415000
"TA02","J.",0,0.0668316832,0.0668316832,505000,425000
"TA10","J.",0.245049505,0.1794554455,-0.065594059,515000,405000
"TA11","J.",0.1794554455,0,-0.179455446,515000,415000
"TA13","J.",0.073019802,0,-0.073019802,515000,435000
"TA14","J.",0.327970297,0.0754950495,-0.252475248,515000,445000
"TA16","J.",0.0866336634,0,-0.086633663,515000,465000
"TA20","J.",0.224009901,0.2846534653,0.0606435644,525000,405000
"TA22","J.",0.1237623762,0,-0.123762376,525000,425000
"TA32","J.",0.1287128713,0,-0.128712871,535000,425000
"TF00","J.",0.1930693069,0.0940594059,-0.099009901,505000,305000
"TF02","J.",0.7277227723,0.5012376238,-0.226485149,505000,325000
"TF03","J.",0.3601485149,0.3131188119,-0.047029703,505000,335000
"TF04","J.",0.1608910891,0.0816831683,-0.079207921,505000,345000
"TF05","J.",0.2351485149,0.0952970297,-0.139851485,505000,355000
"TF06","J.",0.0853960396,0.2326732673,0.1472772277,505000,365000
"TF07","J.",0,0.077970297,0.077970297,505000,375000
"TF08","J.",0.1138613861,0.2165841584,0.1027227723,505000,385000
"TF09","J.",0.3341584158,0.2103960396,-0.123762376,505000,395000
"TF10","J.",0.0668316832,0.2673267327,0.2004950495,515000,305000
"TF13","J.",0,0.1126237624,0.1126237624,515000,335000
"TF16","J.",0.0940594059,0.2512376238,0.1571782178,515000,365000
"TF17","J.",0,0.1819306931,0.1819306931,515000,375000
"TF18","J.",0.1262376238,0.2475247525,0.1212871287,515000,385000
"TF19","J.",0.125,0.0928217822,-0.032178218,515000,395000
"TF20","J.",0,0.1608910891,0.1608910891,525000,305000
"TF21","J.",0,0.1002475248,0.1002475248,525000,315000
"TF22","J.",0,0.2772277228,0.2772277228,525000,325000
"TF23","J.",0,0.1868811881,0.1868811881,525000,335000
"TF25","J.",0.1386138614,0.0804455446,-0.058168317,525000,355000
"TF26","J.",0.3712871287,0.2042079208,-0.167079208,525000,365000
"TF27","J.",0,0.0878712871,0.0878712871,525000,375000
"TF28","J.",0.1225247525,0.1113861386,-0.011138614,525000,385000
"TF30","J.",0,0.1646039604,0.1646039604,535000,305000
"TF32","J.",0,0.1782178218,0.1782178218,535000,325000
"TF33","J.",0.0693069307,0.1893564356,0.120049505,535000,335000
"TF34","J.",0.1188118812,0.099009901,-0.01980198,535000,345000
"TF36","J.",0,0.2685643564,0.2685643564,535000,365000
"TF38","J.",0.1967821782,0.2586633663,0.0618811881,535000,385000
"TF40","J.",0,0.2339108911,0.2339108911,545000,305000
"TF41","J.",0,0.3353960396,0.3353960396,545000,315000
"TF42","J.",0,0.2301980198,0.2301980198,545000,325000
"TF43","J.",0,0.2524752475,0.2524752475,545000,335000
"TF46","J.",0,0.1410891089,0.1410891089,545000,365000
"TF47","J.",0,0.1386138614,0.1386138614,545000,375000
"TF48","J.",0,0.0717821782,0.0717821782,545000,385000
"TF49","J.",0.1175742574,0,-0.117574257,545000,395000
"TF50","J.",0.0556930693,0.3440594059,0.2883663366,555000,305000
"TF51","J.",0,0.2747524752,0.2747524752,555000,315000
"TF52","J.",0,0.3155940594,0.3155940594,555000,325000
"TF60","J.",0.1448019802,0.3217821782,0.176980198,565000,305000
"TF61","J.",0.426980198,0.745049505,0.3180693069,565000,315000
"TF62","J.",0.5321782178,0.5185643564,-0.013613861,565000,325000
"TF63","J.",0.2141089109,0.5420792079,0.327970297,565000,335000
"TF64","J.",0.2145214521,0.2211221122,0.0066006601,565000,345000
"TF70","J.",0.5086633663,0.8032178218,0.2945544554,575000,305000
"TF71","J.",0.3725247525,0.5074257426,0.1349009901,575000,315000
"TF72","J.",0.1559405941,0.4678217822,0.3118811881,575000,325000
"TF73","J.",0.1485148515,0.6089108911,0.4603960396,575000,335000
"TF74","J.",0.1423267327,0.202970297,0.0606435644,575000,345000
"TF80","J.",0.3304455446,0.4814356436,0.150990099,585000,305000
"TF81","J.",0.3217821782,0.8155940594,0.4938118812,585000,315000
"TF82","J.",0.3477722772,0.4591584158,0.1113861386,585000,325000
"TF83","J.",0.4133663366,0.5532178218,0.1398514851,585000,335000
"TF84","J.",0.3601485149,0.4232673267,0.0631188119,585000,345000
"TF90","J.",0.245049505,0.5358910891,0.2908415842,595000,305000
"TF91","J.",0.5136138614,0.4888613861,-0.024752475,595000,315000
"TF92","J.",0.2599009901,0.3725247525,0.1126237624,595000,325000
"TF93","J.",0.0705445545,0.370049505,0.2995049505,595000,335000
"TF94","J.",0.0816831683,0.224009901,0.1423267327,595000,345000
"TG00","J.",0.176980198,0.2512376238,0.0742574257,605000,305000
"TG01","J.",0.4331683168,0.5631188119,0.129950495,605000,315000
"TG02","J.",0.6967821782,0.4579207921,-0.238861386,605000,325000
"TG03","J.",0.3886138614,0.6448019802,0.2561881188,605000,335000
"TG04","J.",0.3081683168,0.4467821782,0.1386138614,605000,345000
"TG10","J.",0.5433168317,0.7190594059,0.1757425743,615000,305000
"TG11","J.",0.8873762376,0.6782178218,-0.209158416,615000,315000
"TG12","J.",0.3502475248,0.3477722772,-0.002475248,615000,325000
"TG13","J.",0.3131188119,0.4814356436,0.1683168317,615000,335000
"TG14","J.",0.9022277228,0.7004950495,-0.201732673,615000,345000
"TG20","J.",0.3972772277,0.8168316832,0.4195544554,625000,305000
"TG21","J.",0.8081683168,0.6844059406,-0.123762376,625000,315000
"TG22","J.",0.3094059406,0.5606435644,0.2512376238,625000,325000
"TG23","J.",0.1992574257,0.4146039604,0.2153465347,625000,335000
"TG24","J.",0.3795379538,0.7656765677,0.3861386139,625000,345000
"TG30","J.",0.1930693069,0.400990099,0.2079207921,635000,305000
"TG31","J.",0.3638613861,0.2685643564,-0.09529703,635000,315000
"TG32","J.",0.2079207921,0.5396039604,0.3316831683,635000,325000
"TG33","J.",0.6448019802,0.3626237624,-0.282178218,635000,335000
"TG40","J.",0.1262376238,0.3391089109,0.2128712871,645000,305000
"TG41","J.",0.0792079208,0.2611386139,0.1819306931,645000,315000
"TG42","J.",0.525990099,0.3873762376,-0.138613861,645000,325000
"TG50","J.",0.2883663366,0.1076732673,-0.180693069,655000,305000
"TG51","J.",0.1212871287,0.3242574257,0.202970297,655000,315000
"TL00","J.",0.5928217822,0.4962871287,-0.096534653,505000,205000
"TL01","J.",0.4306930693,0.4232673267,-0.007425743,505000,215000
"TL02","J.",0.375,0.3886138614,0.0136138614,505000,225000
"TL03","J.",0.3341584158,0.3465346535,0.0123762376,505000,235000
"TL04","J.",0.3007425743,0.1559405941,-0.14480198,505000,245000
"TL05","J.",0,0.2017326733,0.2017326733,505000,255000
"TL06","J.",0.0655940594,0.3403465347,0.2747524752,505000,265000
"TL07","J.",0,0.1485148515,0.1485148515,505000,275000
"TL08","J.",0.2425742574,0.2066831683,-0.035891089,505000,285000
"TL09","J.",0,0.1856435644,0.1856435644,505000,295000
"TL10","J.",0.5272277228,0.5272277228,0,515000,205000
"TL11","J.",0.3415841584,0.4653465347,0.1237623762,515000,215000
"TL12","J.",0.1274752475,0.5705445545,0.4430693069,515000,225000
"TL13","J.",0.202970297,0.1856435644,-0.017326733,515000,235000
"TL14","J.",0.452970297,0.5012376238,0.0482673267,515000,245000
"TL15","J.",0.0742574257,0.2537128713,0.1794554455,515000,255000
"TL16","J.",0.0680693069,0.1955445545,0.1274752475,515000,265000
"TL17","J.",0.3997524752,0.2301980198,-0.169554455,515000,275000
"TL18","J.",0.1002475248,0.1794554455,0.0792079208,515000,285000
"TL19","J.",0.1423267327,0.1163366337,-0.025990099,515000,295000
"TL20","J.",0.7475247525,0.7103960396,-0.037128713,525000,205000
"TL21","J.",0.4975247525,0.5482673267,0.0507425743,525000,215000
"TL22","J.",0.5160891089,0.4492574257,-0.066831683,525000,225000
"TL23","J.",0.0754950495,0.1287128713,0.0532178218,525000,235000
"TL24","J.",0.2042079208,0.1831683168,-0.021039604,525000,245000
"TL25","J.",0.5383663366,0.3242574257,-0.214108911,525000,255000
"TL26","J.",0.3428217822,0.1435643564,-0.199257426,525000,265000
"TL27","J.",0.2252475248,0.0876944837,-0.137553041,525000,275000
"TL28","J.",0.4133663366,0.3576732673,-0.055693069,525000,285000
"TL29","J.",0,0.0457920792,0.0457920792,525000,295000
"TL30","J.",0.823019802,0.7314356436,-0.091584158,535000,205000
"TL31","J.",0.3564356436,0.573019802,0.2165841584,535000,215000
"TL32","J.",0.6101485149,0.4678217822,-0.142326733,535000,225000
"TL33","J.",0.1547029703,0.2376237624,0.0829207921,535000,235000
"TL34","J.",0.0878712871,0.2227722772,0.1349009901,535000,245000
"TL35","J.",0,0.1349009901,0.1349009901,535000,255000
"TL36","J.",0,0.2190594059,0.2190594059,535000,265000
"TL37","J.",0.2846534653,0.3118811881,0.0272277228,535000,275000
"TL38","J.",0.2178217822,0.077970297,-0.139851485,535000,285000
"TL39","J.",0,0.0717821782,0.0717821782,535000,295000
"TL40","J.",0.4084158416,0.6349009901,0.2264851485,545000,205000
"TL41","J.",0.1806930693,0.5532178218,0.3725247525,545000,215000
"TL42","J.",0.1237623762,0.5952970297,0.4715346535,545000,225000
"TL43","J.",0.2079207921,0.2735148515,0.0655940594,545000,235000
"TL44","J.",0.2438118812,0.2351485149,-0.008663366,545000,245000
"TL45","J.",0.1485148515,0.547029703,0.3985148515,545000,255000
"TL46","J.",0,0.1683168317,0.1683168317,545000,265000
"TL47","J.",0,0.1534653465,0.1534653465,545000,275000
"TL48","J.",0,0.1547029703,0.1547029703,545000,285000
"TL49","J.",0,0.0717821782,0.0717821782,545000,295000
"TL50","J.",0.4752475248,0.4108910891,-0.064356436,555000,205000
"TL51","J.",0.2995049505,0.5792079208,0.2797029703,555000,215000
"TL52","J.",0.6423267327,0.7116336634,0.0693069307,555000,225000
"TL53","J.",0.2673267327,0.4133663366,0.146039604,555000,235000
"TL54","J.",0.0433168317,0.323019802,0.2797029703,555000,245000
"TL55","J.",0.2524752475,0.2178217822,-0.034653465,555000,255000
"TL56","J.",0.0965346535,0.3663366337,0.2698019802,555000,265000
"TL57","J.",0.0408415842,0.4925742574,0.4517326733,555000,275000
"TL58","J.",0,0.1027227723,0.1027227723,555000,285000
"TL59","J.",0.0334158416,0,-0.033415842,555000,295000
"TL60","J.",1,0.8007425743,-0.199257426,565000,205000
"TL61","J.",0.3935643564,0.7116336634,0.3180693069,565000,215000
"TL62","J.",0.3613861386,0.5606435644,0.1992574257,565000,225000
"TL63","J.",0.6398514851,0.2846534653,-0.35519802,565000,235000
"TL64","J.",0.2314356436,0.3564356436,0.125,565000,245000
"TL65","J.",0.7648514851,0.3193069307,-0.445544554,565000,255000
"TL66","J.",0.2054455446,0.3774752475,0.172029703,565000,265000
"TL67","J.",0,0.2264851485,0.2264851485,565000,275000
"TL68","J.",0,0.3873762376,0.3873762376,565000,285000
"TL69","J.",0.3502475248,0.2042079208,-0.146039604,565000,295000
"TL70","J.",0.7524752475,0.6893564356,-0.063118812,575000,205000
"TL71","J.",0.6336633663,0.75,0.1163366337,575000,215000
"TL72","J.",0.1695544554,0.2599009901,0.0903465347,575000,225000
"TL73","J.",0.6089108911,0.9443069307,0.3353960396,575000,235000
"TL74","J.",0.0866336634,0.0643564356,-0.022277228,575000,245000
"TL75","J.",0.3366336634,0.4121287129,0.0754950495,575000,255000
"TL76","J.",0.1212871287,0.4443069307,0.323019802,575000,265000
"TL77","J.",0.521039604,1,0.478960396,575000,275000
"TL78","J.",0.6287128713,0.7128712871,0.0841584158,575000,285000
"TL79","J.",0.25,0.5123762376,0.2623762376,575000,295000
"TL80","J.",0.4022277228,0.7091584158,0.3069306931,585000,205000
"TL81","J.",0.3007425743,0.843941537,0.5431989628,585000,215000
"TL82","J.",0.1361386139,0.3663366337,0.2301980198,585000,225000
"TL83","J.",0.25,0.6188118812,0.3688118812,585000,235000
"TL84","J.",0.129950495,0.4566831683,0.3267326733,585000,245000
"TL85","J.",0.202970297,0.3205445545,0.1175742574,585000,255000
"TL86","J.",0.1930693069,0.1571782178,-0.035891089,585000,265000
"TL87","J.",0.599009901,0.7574257426,0.1584158416,585000,275000
"TL88","J.",0.6237623762,0.9146039604,0.2908415842,585000,285000
"TL89","J.",0.2660891089,0.8316831683,0.5655940594,585000,295000
"TL90","J.",0,0.2722772277,0.2722772277,595000,205000
"TL91","J.",0.1373762376,0.4690594059,0.3316831683,595000,215000
"TL92","J.",0.4566831683,0.8465346535,0.3898514851,595000,225000
"TL93","J.",0.301980198,0.6225247525,0.3205445545,595000,235000
"TL94","J.",0.1905940594,0.2314356436,0.0408415842,595000,245000
"TL95","J.",0.2722772277,0.3712871287,0.099009901,595000,255000
"TL96","J.",0.4368811881,0.4727722772,0.0358910891,595000,265000
"TL97","J.",0.4962871287,0.5284653465,0.0321782178,595000,275000
"TL98","J.",0.5680693069,0.6782178218,0.1101485149,595000,285000
"TL99","J.",0.7363861386,0.5272277228,-0.209158416,595000,295000
"TM00","J.",0.1361386139,0,-0.024752475,605000,205000
"TM01","J.",0.7091584158,0.4059405941,-0.303217822,605000,215000
"TM02","J.",0.4962871287,0.6448019802,0.1485148515,605000,225000
"TM03","J.",0.2698019802,0.599009901,0.3292079208,605000,235000
"TM04","J.",0.426980198,0.4938118812,0.0668316832,605000,245000
"TM05","J.",0.2475247525,0.3069306931,0.0594059406,605000,255000
"TM06","J.",0.323019802,0.4888613861,0.1658415842,605000,265000
"TM07","J.",0.7809405941,0.5099009901,-0.271039604,605000,275000
"TM08","J.",0.4826732673,0.4678217822,-0.014851485,605000,285000
"TM09","J.",0.2524752475,0.422029703,0.1695544554,605000,295000
"TM11","J.",0.3811881188,0.4542079208,0.073019802,615000,215000
"TM12","J.",0.4096534653,0.504950495,0.0952970297,615000,225000
"TM13","J.",0.4554455446,0.8007425743,0.3452970297,615000,235000
"TM14","J.",0.1522277228,0.5866336634,0.4344059406,615000,245000
"TM15","J.",0.2995049505,0.2957920792,-0.003712871,615000,255000
"TM16","J.",0.2066831683,0.4344059406,0.2277227723,615000,265000
"TM17","J.",0.1670792079,0.5383663366,0.3712871287,615000,275000
"TM18","J.",0.3551980198,0.5544554455,0.1992574257,615000,285000
"TM19","J.",0.1497524752,0.2462871287,0.0965346535,615000,295000
"TM21","J.",0,1,1,625000,215000
"TM22","J.",0.5198019802,0.4084158416,-0.111386139,625000,225000
"TM23","J.",0.2425742574,0.3861386139,0.1435643564,625000,235000
"TM24","J.",0.4628712871,0.5396039604,0.0767326733,625000,245000
"TM25","J.",0.2376237624,0.4121287129,0.1745049505,625000,255000
"TM26","J.",0.2883663366,0.400990099,0.1126237624,625000,265000
"TM27","J.",0.0717821782,0.4975247525,0.4257425743,625000,275000
"TM28","J.",0.525990099,0.3650990099,-0.160891089,625000,285000
"TM29","J.",0.6101485149,0.603960396,-0.006188119,625000,295000
"TM33","J.",0.1465346535,0,-0.146534653,635000,235000
"TM34","J.",0.4096534653,0.375,-0.034653465,635000,245000
"TM35","J.",0.6324257426,0.4344059406,-0.198019802,635000,255000
"TM36","J.",0.521039604,0.3316831683,-0.189356436,635000,265000
"TM37","J.",0.4566831683,0.6695544554,0.2128712871,635000,275000
"TM38","J.",0.3242574257,0.6336633663,0.3094059406,635000,285000
"TM39","J.",0,0.5952970297,0.5952970297,635000,295000
"TM45","J.",0.4814356436,0.2797029703,-0.201732673,645000,255000
"TM46","J.",0.4405940594,0.5247524752,0.0841584158,645000,265000
"TM47","J.",0.7314356436,0.4356435644,-0.295792079,645000,275000
"TM48","J.",0.2227722772,0.7574257426,0.5346534653,645000,285000
"TM49","J.",0.2178217822,0.5977722772,0.379950495,645000,295000
"TM58","J.",0.2400990099,0.1274752475,-0.112623762,655000,285000
"TM59","J.",0.0853960396,0.4863861386,0.400990099,655000,295000
"TQ00","J.",0.254950495,0.3824257426,0.1274752475,505000,105000
"TQ01","J.",0.7004950495,0.3564356436,-0.344059406,505000,115000
"TQ02","J.",1,0.676980198,-0.323019802,505000,125000
"TQ03","J.",0.7425742574,0.5482673267,-0.194306931,505000,135000
"TQ04","J.",0.797029703,0.5903465347,-0.206683168,505000,145000
"TQ05","J.",0.4876709099,0.7722772277,0.2846063178,505000,155000
"TQ06","J.",0.6472772277,0.8626237624,0.2153465347,505000,165000
"TQ07","J.",0.0655940594,0.525990099,0.4603960396,505000,175000
"TQ08","J.",0.8910891089,0.5866336634,-0.304455446,505000,185000
"TQ09","J.",0.4381188119,0.5940594059,0.1559405941,505000,195000
"TQ10","J.",0.0532178218,0.400990099,0.3477722772,515000,105000
"TQ11","J.",0.4925742574,0.5358910891,0.0433168317,515000,115000
"TQ12","J.",0.6918316832,0.6002475248,-0.091584158,515000,125000
"TQ13","J.",0.629950495,0.5457920792,-0.084158416,515000,135000
"TQ14","J.",0.8094059406,0.7512376238,-0.058168317,515000,145000
"TQ15","J.",0.7933168317,0.7623762376,-0.030940594,515000,155000
"TQ16","J.",0.6881188119,0.7735148515,0.0853960396,515000,165000
"TQ19","J.",0.4777227723,0.603960396,0.1262376238,515000,195000
"TQ20","J.",0.1237623762,0.1311881188,0.0074257426,525000,105000
"TQ21","J.",0.3514851485,0.5631188119,0.2116336634,525000,115000
"TQ22","J.",0.5445544554,0.6856435644,0.1410891089,525000,125000
"TQ23","J.",0.7611386139,0.7054455446,-0.055693069,525000,135000
"TQ24","J.",0.5111386139,0.6435643564,0.1324257426,525000,145000
"TQ25","J.",0.8836633663,0.6992574257,-0.184405941,525000,155000
"TQ26","J.",0.9133663366,0.7264851485,-0.186881188,525000,165000
"TQ27","J.",0.504950495,0.5829207921,0.077970297,525000,175000
"TQ28","J.",0.4851485149,0.448019802,-0.037128713,525000,185000
"TQ29","J.",0.8638613861,0.8527227723,-0.011138614,525000,195000
"TQ30","J.",0.2165841584,0.1794554455,-0.037128713,535000,105000
"TQ31","J.",0.4653465347,0.5012376238,0.0358910891,535000,115000
"TQ32","J.",0.7116336634,0.6398514851,-0.071782178,535000,125000
"TQ33","J.",0.8452970297,0.6571782178,-0.188118812,535000,135000
"TQ34","J.",0.6943069307,0.6844059406,-0.00990099,535000,145000
"TQ35","J.",0.3477722772,0.7141089109,0.3663366337,535000,155000
"TQ36","J.",0.5754950495,0.7636138614,0.1881188119,535000,165000
"TQ37","J.",0.3762376238,0.5495049505,0.1732673267,535000,175000
"TQ38","J.",0.2487623762,0.4344059406,0.1856435644,535000,185000
"TQ39","J.",0.5334158416,0.7772277228,0.2438118812,535000,195000
"TQ40","J.",0.1646039604,0.2797029703,0.1150990099,545000,105000
"TQ41","J.",0.3861386139,0.2945544554,-0.091584158,545000,115000
"TQ42","J.",0.5928217822,0.7599009901,0.1670792079,545000,125000
"TQ43","J.",0.8601485149,0.797029703,-0.063118812,545000,135000
"TQ44","J.",0.3626237624,0.6064356436,0.2438118812,545000,145000
"TQ45","J.",0.698019802,0.6212871287,-0.076732673,545000,155000
"TQ46","J.",0.8811881188,0.7301980198,-0.150990099,545000,165000
"TQ47","J.",0.4678217822,0.7066831683,0.2388613861,545000,175000
"TQ48","J.",0,0.4306930693,0.4306930693,545000,185000
"TQ49","J.",0.7363861386,0.8564356436,0.120049505,545000,195000
"TQ50","J.",0.577970297,0.4146039604,-0.163366337,555000,105000
"TQ51","J.",0.573019802,0.7537128713,0.1806930693,555000,115000
"TQ52","J.",0.625,0.3972772277,-0.227722772,555000,125000
"TQ53","J.",0.827970297,0.5915841584,-0.236386139,555000,135000
"TQ54","J.",0.8081683168,0.6027227723,-0.205445545,555000,145000
"TQ55","J.",0.7834158416,0.6274752475,-0.155940594,555000,155000
"TQ56","J.",0.8254950495,0.9170792079,0.0915841584,555000,165000
"TQ57","J.",0.4975247525,0.6559405941,0.1584158416,555000,175000
"TQ58","J.",0.3205445545,0.4752475248,0.1547029703,555000,185000
"TQ59","J.",0.5346534653,0.5928217822,0.0581683168,555000,195000
"TQ60","J.",0.0482673267,0.2537128713,0.2054455446,565000,105000
"TQ61","J.",0.4888613861,0.2834158416,-0.205445545,565000,115000
"TQ62","J.",0.8316831683,0.6955445545,-0.136138614,565000,125000
"TQ63","J.",0.6448019802,0.5940594059,-0.050742574,565000,135000
"TQ64","J.",0.5148514851,0.6831683168,0.1683168317,565000,145000
"TQ65","J.",0.7846534653,0.5544554455,-0.23019802,565000,155000
"TQ66","J.",0.8688118812,0.7611386139,-0.107673267,565000,165000
"TQ67","J.",0.3725247525,0.3180693069,-0.054455446,565000,175000
"TQ68","J.",0.5903465347,0.620049505,0.0297029703,565000,185000
"TQ69","J.",0.400990099,0.8316831683,0.4306930693,565000,195000
"TQ70","J.",0.7199434229,0.459688826,-0.260254597,575000,105000
"TQ71","J.",0.672029703,0.6794554455,0.0074257426,575000,115000
"TQ72","J.",0.8440594059,0.4381188119,-0.405940594,575000,125000
"TQ73","J.",0.7178217822,0.5556930693,-0.162128713,575000,135000
"TQ74","J.",0.6534653465,0.6905940594,0.0371287129,575000,145000
"TQ75","J.",0.452970297,0.6064356436,0.1534653465,575000,155000
"TQ76","J.",0.5965346535,0.6311881188,0.0346534653,575000,165000
"TQ77","J.",0.4121287129,0.370049505,-0.042079208,575000,175000
"TQ78","J.",1,0.4814356436,-0.518564356,575000,185000
"TQ79","J.",0.5148514851,0.4888613861,-0.025990099,575000,195000
"TQ80","J.",1,0,-1,585000,105000
"TQ81","J.",0.5123762376,0.5111386139,-0.001237624,585000,115000
"TQ82","J.",0.3032178218,0.2722772277,-0.030940594,585000,125000
"TQ83","J.",0.5631188119,0.3910891089,-0.172029703,585000,135000
"TQ84","J.",0.2376237624,0.6386138614,0.400990099,585000,145000
"TQ85","J.",0.6126237624,0.7054455446,0.0928217822,585000,155000
"TQ86","J.",0.4022277228,0.4542079208,0.051980198,585000,165000
"TQ87","J.",0.2252475248,0.1448019802,-0.080445545,585000,175000
"TQ88","J.",0.5804455446,0.625,0.0445544554,585000,185000
